BEGIN;
BEGIN
select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'chartreuse%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= '1995-01-01'
					and l_shipdate < cast(date '1995-01-01' + interval '1 year' as date)
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
order by
	s_name;
          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000070        | INWNH2w,OOWgNDq0BRCcBwOMQc6PdFDc4
 Supplier#000000104        | Dcl4yGrzqv3OPeRO49bKh78XmQEDR7PBXIs0m
 Supplier#000000121        | CWGri,tKI 7gDcDsI
 Supplier#000000149        | pVyWsjOidpHKp4NfKU4yLeym
 Supplier#000000248        | vDPBiu4L7hPZxwaEoNW u,zHgXVHvBXFBdfuek
 Supplier#000000276        | KdVDs6EGfWVsPdjuCh9iep
 Supplier#000000290        | 6Bk06GVtwZaKqg01
 Supplier#000000322        | lB2qcFCrwazl7Qa
 Supplier#000000381        | NfyIKLJrXusWgmgkkCS6Gn3RRra
 Supplier#000000451        | cqMKQiLjokvIFG
 Supplier#000000509        | SF7dR8V5pK
 Supplier#000000556        | g3QRUaiDAI1nQQPJLJfAa9W
 Supplier#000000580        | MuRScZH74veaM2
 Supplier#000000616        | Ktao GA3 5k7oF,wkDyhc0uatR72dD65pD
 Supplier#000000646        | IUzsmT,2oBgjhWP2TlXTL6IkJH,4h,1SJRt
 Supplier#000000769        | ak2320fUkG
 Supplier#000000780        | ,G6UHU26b8dkvwpYiM,
 Supplier#000000812        | 8qh4tezyScl5bidLAysvutB,,ZI2dn6xP
 Supplier#000000954        | P3O5p UFz1QsLmZX
 Supplier#000001030        | t8woLlk9uN3WTwa7zo
 Supplier#000001039        | GXFzvmVvzg56hhqmVfwH7XvN80xwx5
 Supplier#000001198        | vRfsLGzF6aE2XhsqgmJFUHGmMHepJW3X
 Supplier#000001239        | w7zZA8K5TcHMmFtojh3uGVOPHTaPIwE
 Supplier#000001331        | 6 n,NZ875vge3mSHRgD,
 Supplier#000001384        | fjgJwG4DViJrxMxJbO2kS2
 Supplier#000001398        | H1l294pHv2YCA2hQztBZsLGsBmhVBRRh
 Supplier#000001462        | HgxOeUIzzWk7BTRw2ax8oHi
 Supplier#000001472        | RHjAeeLxoC2VX7qxlFbuK7Sq8Dle
 Supplier#000001576        | 3dj4fsF5fNQ2boo1riXOA7N9t
 Supplier#000001749        |  NQpuJ3JXjn7fzJW1jmC5SqvgAwP6GHEm7c
 Supplier#000001813        | gwAsLzBQXy
 Supplier#000001839        | qx3yuUFRa1yqQq9LB81BEeQVOdonLuJUjbKyXpn
 Supplier#000001866        | gJ9bAJPfBjX0s5x9dU,qA
 Supplier#000001966        | liovqzTMyBOSQpStwfizuxgBbuu1YGaKCeBfRfA
 Supplier#000001968        | EpUTyZuUEb6YKRCQYhGqrp0WrsSiA
 Supplier#000002070        | gZ8nCVAgQIMUfoYvIaTF X
 Supplier#000002106        | ADXiG5y3MX75DmRvtlSKvjK 
 Supplier#000002154        | 2VL iJ2kCPHBl00eBuEoOl5yP HuDy
 Supplier#000002179        | 1bSbNinI5914UbVpjbR8
 Supplier#000002202        | l3CTXqUqnR67po0RNhF5
 Supplier#000002268        | 1So0dHWj0xfwuNopKvDKFHlCOcL1OvgtkhhUPb
 Supplier#000002328        | DT vaCygfFQ,I0dpbhKS,Y38uVA9angbZsFzF
 Supplier#000002397        | E0b,zxlk yKgtoKg1jH,
 Supplier#000002492        | lIrbzGFrpfwuxLv3wdC,3Oq
 Supplier#000002703        | IiqJmsfyVQo
